Method,Name,Error,Occurrences
GET,/integration/0/3.1/integration/0/3.1,"ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x....>, 'Connection to 20.232.168.111 timed out. (connect timeout=None)')",563
